,airline_sentiment,negativereason,airline,text
6298,2,,Southwest, OH MY GOSH SERIOUSLY you just made my day week year No one will appreciate this more than me
6299,0,Bad Flight,Southwest, boarded plane only to be told to get off as it wasnt our plane Now an hour delay 
6300,1,,Southwest, when are you opening the flights beyond august th
6301,2,,Southwest, pleasantly surprised to be boarding my flight on time this morning at Nashville Good job
6302,1,,Southwest, Ahhhh Sorry just followed
6303,0,Late Flight,Southwest, TWO hours on the plane at the gate This is undignified behavior for you And the apology isnt enough freedrinkcoupons
6304,0,Late Flight,Southwest, she cut people off  minutes before flight time to check in bags for a flight that was delayed  hours I waited  more hrs
6305,0,Flight Attendant Complaints,Southwest, I want to file a formal complaint against a disgruntled employee  LaGuardia who ruined mltple peoples travel plans yesterday
6306,2,,Southwest, Awesome Sending now
6307,1,,Southwest, I left something on a plane landing at Midway last night because I am a responsible adult  got a number for me to call TY
6308,0,Customer Service Issue,Southwest, Hi Just got my TSA precheck  amp put it in my acct But its not on my boarding pass for a flight this pmCan it be updated
6309,0,longlines,Southwest, why do your MDW gates have so many fewer seats than your planes
6310,0,Late Flight,Southwest, really  hours ON THE PLANE and at the gate JaxBNA Like we havent waited days to get home notokay
6311,2,,Southwest, Thank you
6312,0,Customer Service Issue,Southwest, There is no option just to Cancelled Flight I dont want to change flight I want to Cancelled Flight
6313,2,,Southwest, Thank you for your time
6314,0,Customer Service Issue,Southwest, Lastly for a company thats trying to put the love in flying it would be nice to have someone personally address my concerns
6315,1,,Southwest, In my letters to follow I will be sure to include my Rewards Number twitter handle and email address
6316,0,Bad Flight,Southwest, Flight  to Balt hit turbulence babies cried kids vomited Chaos Flight attendant Caroline was a superhero
6317,0,Late Flight,Southwest, By the way the flight number was  please feel free to fact check my complaints about leave time amp baggage time
6318,1,,Southwest, Finally got me home BNASnow
6319,0,Customer Service Issue,Southwest, Therefore since Ive received no recourse through phone I have submitted an email complaint amp a letter via mail will follow
6320,0,Can't Tell,Southwest, I consider myself a loyal customer to the brand but Im astounded at the lack of concern about customers flying experiences
6321,0,Customer Service Issue,Southwest, This experience was the worse flying experience Ive ever had To be met w contempt from your Customer Service makes it worse
6322,1,,Southwest, looking for cheap flight to vegas
6323,0,Flight Attendant Complaints,Southwest, please let those with nothing in overhead bins to exit first Fly a lot and only bring purse Tired of running for connection
6324,0,Flight Booking Problems,Southwest, All I requested was a refund of my Reward Points that I used to purchase the flight and he refused
6325,0,Customer Service Issue,Southwest, So today I call into Customer Service amp speak with Wendell Holton in the Dallas office amp I am told there is nothing he can do
6326,0,Flight Attendant Complaints,Southwest, We did not get a single answer from any Southwest personnel After an hours wait No apologies no explanation
6327,0,Lost Luggage,Southwest, I along with other passengers repeatedly asked Southwest personnel what was taking so long where was our luggage
6328,1,,Southwest, took delivery of NA a new Boeing H yesterday  DFW DAL airlines
6329,0,longlines,Southwest, Next once we arrived to Atlanta we waited a full HOUR before our luggage was placed on a carousel One hour
6330,0,Late Flight,Southwest, Secondly we did not begin boarding on time despite our aircraft being present and deplaned Thus we left over  min Late Flight
6331,0,Lost Luggage,Southwest,  bags fly free  So whats with all the carryons packingayak 
6332,0,Bad Flight,Southwest, First there were cockroaches crawling on the counter at the gate and visible mouse traps under the seats at the gate
6333,0,Flight Attendant Complaints,Southwest, I am completely displeased with the service I received on yesterday flying from LGA to ATL
6334,2,,Southwest, Landed in Nashville Thanks for taking care of us 
6335,0,Flight Booking Problems,Southwest, when will you be accepting reservations past August 
6336,1,,Southwest, Thanks I just sent a DM with this info
6337,2,,Southwest, Thanks for the info Have a good day
6338,0,Flight Attendant Complaints,Southwest, FSVE when I corrected the attendants error she gave me attitude made a rude show of taking back nutsamp said well i was Late Flight
6339,2,,Southwest,  hey at least you guys are honest with your customers unlike 
6340,1,,Southwest, first time flyer scheduled a roundtrip set on departure date not sure on returning date policyfees on changing Re Flight
6341,0,Can't Tell,Southwest, I just sent a screen shot of the incident report
6342,0,Can't Tell,Southwest, I couldnt fly you today amp it made the trip harder  had to pay for my checked bag DevotedyYours but for today 
6343,2,,Southwest, Oh no worries NL no disappointments here Better to have NO lounges than like Delta who has them but does disappoint
6344,0,Late Flight,Southwest, Flight  MCO to ISP delayed Any details on why
6345,1,,Southwest, when will you have flights for October  available
6346,1,,Southwest, CEO discusses possibilities of NHL Vegas arena naming rights   sportsbiz
6347,2,,Southwest, thanks for getting me back to Nashville Big thanks to the pilots on the  out of Baltimore Flying in snow landing on ice
6348,2,,Southwest, just did last night Thanks for following up 
6349,2,,Southwest, for the win as always saved my day and got me on a direct to Orlando 
6350,1,,Southwest, Not possible to carryon and put in a closetoverhead Had success doing that with other airlines Thanks
6351,1,,Southwest, Hi how do I add a flight to my account Just created it
6352,2,,Southwest, deicing is important
6353,2,,Southwest, THANK YOU for finally making your boarding passes work with passbook
6354,1,,Southwest, any delays today  to Orlando
6355,1,,Southwest, so was there a winner for DestinationDragons 
6356,1,,Southwest, Thanks for reminding me about my upcoming trip to Florida but you really didnt need to 
6357,1,,Southwest, Today is going to be the day I can feel it  Thank yall for your support throughout Were coming home Nashville Octavia
6358,2,,Southwest, I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time but I need a Cancelled Flightlation this time 
6359,0,longlines,Southwest,  flight at  from fll kiosk just opened Rude attendants because now everyone is Late Flight 
6360,0,Customer Service Issue,Southwest, why is your website downnnnn  ugh
6361,1,,Southwest,  hopefully Nashville is open I want to come home today
6362,1,,Southwest,  hi get a solar charger from Amazon Game changer to plug usb into charge 
6363,0,Cancelled Flight,Southwest, will you please tell me if Ill make my flight out of here tomorrow am Ive been tryin for  days now to leave
6364,0,Damaged Luggage,Southwest, Had a bad experience with them last week  They broke my bicycle that I had brought with me to do a bike ride in Fla  Why
6365,0,Flight Booking Problems,Southwest,  Im so sorry for your frustration Did you get rebooked SW Ive been rebooked  times Still stuck SMH
6366,0,longlines,Southwest,  minutes and still waiting for skis to be unloaded You should be ashamed Its  in the morning
6367,2,,Southwest, neveind its been found and on its way Thanks for making the process so painless
6368,1,,Southwest, What are your services What promotion you have at the moment ModeloDeNegocio innovation innovacion BusinessModel
6369,1,,Southwest, my bag was Late Flightchecked and put on a different flight from OAKgtMSY Having troubles tracking it down Any help
6370,2,,Southwest,  Thank you both very much
6371,2,,Southwest, you are the Official airlines of DivadaPouch aka ThePoopQueen 
6372,1,,Southwest, Im trying to get home to Nashville Ive been stuck in Dallas  days will my flight get out in the morning
6373,2,,Southwest, Once again I was able to change my flight without any fees oh and the two free checked bags  Best airline ever
6374,2,,Southwest, A wonderfully nice agent in Austin helped us out Wish I remembered her name to give proper kudos
6375,2,,Southwest, hot stewardess flipped me off
6376,0,Lost Luggage,Southwest, where are our bagsWe have a tv show to film
6377,0,Cancelled Flight,Southwest, I am scheduled for the morning  days after the fact yesnot sure why my evening flight was the only one Cancelled Flightled
6378,0,longlines,Southwest, update  minutes into this pilot has turned off ac No longer freezing but we are enjoying waiting for reload of all bags
6379,1,,Southwest, snow forecasted for Raleigh NC tomorrow night Need to know if theres a plan to reschedule flights into RDU Wednesday night
6380,1,,Southwest, I need some help with a reservation
6381,0,Late Flight,Southwest, It seems odd to be sitting on a plane that gets further delayed and you find out by txt not the  emp working on the aircraft
6382,0,Late Flight,Southwest, really enjoying sitting at BWI with the door wide open and the ac on as they fix a baggage error sarcasm
6383,2,,Southwest, Flight  Phi to Den was staffed by a great crew freecomedyshow newlifetimecustomer
6384,0,Bad Flight,Southwest, Engadget Theverge Wired reddit
6385,0,Flight Attendant Complaints,Southwest,  Your male flight attendants must being playing a game called Who can be the Bigger Dick to People Flight  to CHIMID
6386,0,Customer Service Issue,Southwest, when youre on hold with southwest for over  hours and it automatically hangs up on you iusedtoloveu 
6387,2,,Southwest, has the best customer service
6388,2,,Southwest, big thanks to your team family emerg same day ticket experience was excellent st time flying with yall not my last
6389,0,Cancelled Flight,Southwest, this was the rd Cancelled Flightlation in  days due to weather in Nashville  trips to the airport Each time communicated Late Flight by SW
6390,0,Lost Luggage,Southwest, I left my iPad on my flight  from ERW to DEN I opened claim  It has so many memories on it Plz help get it back
6391,0,Late Flight,Southwest,   Yes Dale at Baggage office was wonderful But not everyone is on the same page down there We had a  hour wait
6392,0,Customer Service Issue,Southwest, No one wants to commit to saying if this plane is getting Cancelled Flighted or not Customer relations is closed Patience gone
6393,0,Late Flight,Southwest,  Tried to leave Monday all other planes left but mine Now this one keeps getting delayed Missed work Have to pay for a cab
6394,2,,Southwest,  total win Happy th bday on intercom chocoLate Flight kisses and a chance to hand out snacksThank you 
6395,0,Lost Luggage,Southwest, My luggage has still not been found Luggage is not scanned until final destination So no way of knowing where it is
6396,2,,Southwest, thanks for your excellent response time and assistance All set 
6397,0,Late Flight,Southwest, Finally got through after  hours and all set Thanks
6398,0,Cancelled Flight,Southwest, I did its just been such a disheartening experience for me and my familyand a lot of taxi money wasted
6399,2,,Southwest, cant wait Thanks for the response
6400,2,,Southwest, Got it covered Thanks
6401,0,Customer Service Issue,Southwest, please help on hold forever to check in for flight
6402,0,Customer Service Issue,Southwest, my sister and her family had to drive  miles because you did not accommodate a rebook in a timely manner HORRIBLE
6403,0,Cancelled Flight,Southwest, cant believe how many paying customers you left high and dry with no reason for flight Cancelled Flightlations Monday out of BDL Wow
6404,2,,Southwest, thank you for your help resolving my problem Shannon ROCKS  even though Rhonda didnt 
6405,2,,Southwest, thanks We will see what happens
6406,0,Lost Luggage,Southwest, I appreciate that and not to be rude but it doesnt solve much You should AT LEAST cover the cost of stolen goods
6407,1,,Southwest, can u better define the plus one smaller type item on carry on requirements small backpacks
6408,0,Customer Service Issue,Southwest, youre  on blowing it with your customer service Shotwest Airlines
6409,2,,Southwest, Glad it was finally resolved too Too bad I cant get a free voucher to go with mine so I can have a friend travel next time
6410,0,Cancelled Flight,Southwest, she made it standby after her flight was Cancelled Flighted for no reason Almost hrs Late Flight  ConfFVFYW  SWRR
6411,1,,Southwest, Im Flight Booking Problems a flight to Vegas Any good promo codes
6412,0,Customer Service Issue,Southwest, very frustrated with your customer serviceOpen seats on earlier flight  to change What a rip off
6413,2,,Southwest, all good now Going to make it to Boston on time Im actually on your wifi right now
6414,0,Can't Tell,Southwest,  you are over  please start acting your age and stop with the shortshorts
6415,2,,Southwest, thanks for your assistanceyou guys ROCK
6416,0,Customer Service Issue,Southwest, no self help way to put in tsa pre check number for existing reservation Very annoying  is not reachable
6417,0,Late Flight,Southwest, Why wont you let me leave Newark
6418,2,,Southwest, Hey yea I got thrueverything is good now well in  days when the voucher goes through  Appreciate it
6419,0,Cancelled Flight,Southwest, I was in Nashville and I had to drive  and a half hours to Memphis but I made it as the plane was loading
6420,0,Bad Flight,Southwest, According to TV passenger interviews the landing was far from uneventful with heavy panic breaking to
6421,1,,Southwest, can you outline the policies for both scenarios
6422,1,,Southwest, who should I contact about a missing Rapid Rewards credit
6423,0,Cancelled Flight,Southwest, what are the chances you will be Cancelled Flighting all flights in and out of Nashville again
6424,1,,Southwest,  welcome to Portland Sun Mt hood and Southwest 
6425,0,Cancelled Flight,Southwest,  why are you the only airlines to Cancelled Flight all flights into BNA Been stranded in philly for  days Hoping to get out in the AM
6426,0,Can't Tell,Southwest, not very helpful trying to get out of NashvilleShould waive change fee for 
6427,1,,Southwest, still havent been able to get through thanks for responding
6428,0,longlines,Southwest, thanks but they told him he couldnt a few hours ago then my plane left  after I tried to do it Stuck waiting for hours now
6429,1,,Southwest, has the winner for DestinationDragons been announced yet If not when will they be
6430,2,,Southwest, On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me It looks like we are finally all set
6431,2,,Southwest, Yeah we figured it out  Thanks
6432,2,,Southwest, thanks for the drink tickets hook up Cant wait for my first international flight with you to NAS pumped
6433,0,Lost Luggage,Southwest, took our carryon bag with essential attire for a life changing interview tomorrow amp its not here can we expect compensation
6434,1,,Southwest,  I got rebooked for tomorrow
6435,2,,Southwest, Hi I just saw a Black History month commercial on TV amp Im excited In support of this monthwill you all grant me  free trip
6436,0,Late Flight,Southwest, took our BOS to BWI plane for a flight to StL and promised a replacement   hours Late Flightr Now  hours delayed Not happy
6437,2,,Southwest, though I work for another major airline  I LOVE your Black history month commercial I Thank you
6438,0,Damaged Luggage,Southwest, No We were in a large group Majority of the  bags were soaked
6439,2,,Southwest, Black History Commercial is really sweet Well done
6440,0,Lost Luggage,Southwest, even with the  voucher for picking up my bag
6441,0,Lost Luggage,Southwest, there from my first interaction with your people this morning after bad weather sorry but I wont be flying with you again
6442,0,Lost Luggage,Southwest, yeah they told me it would be on the next flight I drove down and it wasnt I just drove down for a second time and they were
6443,2,,Southwest, much respect
6444,0,Customer Service Issue,Southwest, its not letting me DM you 
6445,1,,Southwest,  when are we gonna know I have a math test tomoro and I cant concentrate DestinationDragons
6446,2,,Southwest, Thank you  thankful feelingtheluv
6447,0,Bad Flight,Southwest, Im just praying you get me home alive
6448,0,Can't Tell,Southwest, I hope youre happy You have officially become the next  ProfitBeforePeople IMO you will be bankrupt by 
6449,0,Can't Tell,Southwest, whats up with these delays Throw some priority boarding my way amp Ill forgive you  southwest southwestairlines
6450,2,,Southwest, I got it added thank you 
6451,2,,Southwest, Great thank you Best of luck dealing with this horrible winter
6452,2,,Southwest, thank you 
6453,0,Flight Booking Problems,Southwest, needed my flight info so I can add my rapid rewards to my flight  First time I have flown with SW  wont do it again mad
6454,0,Customer Service Issue,Southwest, I keep getting disconnected after choosing the option unused travel funds on your automated customer service line SOS
6455,1,,Southwest, Flight  NSW departs  enroute to Indianapolis International Airport 
6456,0,Can't Tell,Southwest, Being old I will miss my connection and can sleep at OAK or get a hotel on my own dime rubs me the wrong way I wasnt Late Flight
6457,0,Can't Tell,Southwest, Not your finest moment in Boston right now
6458,0,Lost Luggage,Southwest, MY BAGS ARE st woman said it would be there on the next flight not there so now Ive got nothing Big wigs help me out
6459,1,,Southwest, can I use points to book a rental car
6460,0,Customer Service Issue,Southwest, no thanks I think we have it straight
6461,2,,Southwest, Thanks for taking care of me Today  Michele rocked the customer service Gate  HOU
6462,0,Cancelled Flight,Southwest, paid for my own  rental car just to not go through this for the rd day  
6463,2,,Southwest, I did Thank you
6464,0,Customer Service Issue,Southwest, thanks I expected a wait Just not that long 
6465,0,Cancelled Flight,Southwest, understand weather is an issue but on time Cancelled Flighted reinstated Cancelled Flighted with hardly any updates and doing nothing for me 
6466,2,,Southwest,Despite Mother Natures best efforts s goodhumored folks got us home safely in an area heavily affected by winter storms
6467,0,Can't Tell,Southwest, sadly didnt get much help  As a travel agent this is so disappointing to me
6468,0,Flight Booking Problems,Southwest, bos to msp msp to aus aus to bos Site doesnt seem to display fields for the middle trip when I add the rd
6469,0,Flight Booking Problems,Southwest, me not to be able to rebook another flight Drove to ATL to catch a flight Was charged  just to get the a group I had
6470,0,Customer Service Issue,Southwest, has the worst customer service on earth Will never fly that airline again
6471,0,Cancelled Flight,Southwest, flight yesterday Cancelled Flighted Got to airport am today for an on time flight w was delayed Cancelled Flighted than reinstated which caused
6472,0,Late Flight,Southwest, Flight  ND departs  enroute to Airport 
6473,1,,Southwest, how are flights looking for tomorrow morning from Nashville BNA to Fort Lauderdale FLL 
6474,2,,Southwest, Awesome  thanks
6475,0,Late Flight,Southwest,  im in same boat am flight to Jacksonville Get me out of here
6476,0,Cancelled Flight,Southwest, Im concerned that you will Cancelled Flight my flight out of BNA tomorrow am Should I be
6477,1,,Southwest, think flight  from BNA to LAX will get off the ground tomorrow please snowbama
6478,2,,Southwest, really appreciate the follow up I always fly with yall for a reason
6479,2,,Southwest, All pieces were found and safely delivered to our home this afternoon
6480,0,Customer Service Issue,Southwest, stop ur bs promos of anywhere starting at  I click and everywhere Id fly The only place thats  is CLE NoThanks
6481,1,,Southwest, I have been in contact and know there are changes but its a destination you should really evaluate Thanks
6482,0,Can't Tell,Southwest, I know one thing  would NEVER treat their customers like this
6483,0,Customer Service Issue,Southwest, why are yall trying to fly me to Chicago when I dont live there Send me home now Bullshit ass customer service
6484,0,Cancelled Flight,Southwest,  flights Cancelled Flightled in one week Customer Service is 
6485,0,Cancelled Flight,Southwest, I have had  flights Cancelled Flightled through yall Im sick of it 
6486,0,Customer Service Issue,Southwest, very poor customer service thru out each of my cxl flights I shouldve flew 
6487,0,Customer Service Issue,Southwest, whats yall corporate number bc yall are not trying to accommodate me at all
6488,2,,Southwest, El Paso dealsMay
6489,0,Customer Service Issue,Southwest, cant checkin online for  flight tmrw fr Cancun Undefined error amp  not workingFamily of  dont want Cgroup Help
6490,0,Customer Service Issue,Southwest, Does anyone ever answer your phone poor
6491,0,Late Flight,Southwest, we are  mins from departure of  and no announced update nor an update to on time status Everyone just standing comeon
6492,0,Late Flight,Southwest, can I get any kind of update on the delayed flight from Boston to Houston at  Really need to be back home tonight
6493,0,Customer Service Issue,Southwest, eBoss how long did you have to hold We waited  minutes and gave up
6494,1,,Southwest, I know it is hard to predict but how are flights from Dallas to Nashville tomorrow AM
6495,0,Can't Tell,Southwest, Any plans to make the southwest app for Android not crappy
6496,2,,Southwest, Thanks Ill keep checking Im trying to book our first Disney World vacation
6497,0,Damaged Luggage,Southwest, thanks for taking such good care of my luggage 
6498,0,Cancelled Flight,Southwest, yeah all  are rebooked for tomorrow AM Hoping the rd time is a charm for no Cancelled Flightled flights
6499,2,,Southwest, Thank you I know yall cant control the weather I appreciate yall working to get my flight rebooked the last two days
6500,1,,Southwest, iiiii need help with my flight schedule haha
6501,0,Can't Tell,Southwest, can you make a premium wifi that I can pay  for that is decent slowfi
6502,2,,Southwest, About timeand just in time for my next flight Thursday
6503,0,Customer Service Issue,Southwest, extremely disappointed with poor the customer service provided after Cancelled Flighting my flight today unprofessional
6504,0,Customer Service Issue,Southwest, I was helped by a nice lady at PHX checkin I spent  hours on hold in  hours so might want to look at efficiency there
6505,0,Can't Tell,Southwest, I told myself last time I would never fly you again I really messed up today Thanks flight  Worst airline ever
6506,0,Can't Tell,Southwest, done messed up now I have planned a trip to CostaRica for pennies VacaTime 
6507,0,Late Flight,Southwest, not as sorry as I was when I sat on a plane for  hours waiting for the engine to be fixed and THEN got my luggage lost but k
6508,1,,Southwest, On flight  tomorrow Wed  DENBNA Will we be delayed or Cancelled Flightled
6509,0,Flight Booking Problems,Southwest, I did but it only shows one flight one way When I try to go to the home page and book roundtrip theres nothing available 
6510,1,,Southwest, were flying out tomorrow PLEASE DONT Cancelled Flight Lol 
6511,2,,Southwest, No worries at all I would rather be safe on the ground than take any chances Yes Tomorrow AM if BNA reopens 
6512,0,Customer Service Issue,Southwest, I do need help Cancelled Flighting my flight back Your calls times are ridiculous
6513,2,,Southwest, fattuesday Great job celebrating mardigras today at Atlanta Airport Another reason Im nuts for you 
6514,0,Customer Service Issue,Southwest, your customer service is terrible youre terrible thought you should know
6515,1,,Southwest, when will the winners of DestinationDragons be announced
6516,2,,Southwest, Awwweesssooomee
6517,0,Can't Tell,Southwest, my pts expired I made a prchase  an online retailer to b told by SW that those wont show for  wks so too L  keepmy pts
6518,1,,Southwest, You guys must have been swamped even took our corporate travel a long time to get in but everything worked out in the end
6519,1,,Southwest, TREMENDOUS job Atlanta Airport saw SW celebrate Mardi Gras Another reason Im nuts for you guys 
6520,0,Customer Service Issue,Southwest, You officially have the worst customer service of any airline Ive ever dealt with southwestairlines poor
6521,1,,Southwest, think you need to follow me for a DM
6522,0,Customer Service Issue,Southwest, Fastest response all day Hour on the phone never got off hold Hour in line never got to the Flight Booking Problems desk
6523,0,Cancelled Flight,Southwest, had to rebook through Atlanta amp now drive to Nashville Had to pay ridiculous price difference Bad weather good for business
6524,1,,Southwest, When do you all expect to open the reservation through November
6525,2,,Southwest, Amazing customer service as well Will definitely fly with you guys again if my instrument is involved 
6526,1,,Southwest, When are you going to be flying in and out of Nashville The Deicer is in Are you short on planes and is it tomorrow morning
6527,2,,Southwest, your social media team just said sorry Thankfully submitting a complaint got resolution from an amazing rep who called
6528,1,,Southwest, Im scheduled to come back tomorrow finally but I dont know SWA hasnt flown out of Nashville yet but  has
6529,0,Cancelled Flight,Southwest, flight  Cancelled Flightled My wife is stuck in Phoenix on the way from slc to sanThanks a lot southwest
6530,0,Customer Service Issue,Southwest, I never got a Cancelled Flightlation text from this morning either bushleague or a number to call weakservice
6531,2,,Southwest, knows whats up That BlackHistoryMonth commercial Just another thing to add to reasons why I fly with SouthWestAirlines
6532,0,Can't Tell,Southwest, too Late Flight now
6533,1,,Southwest, can u get me on flt  instead of  rt now
6534,0,Customer Service Issue,Southwest, no but seriously wtf nochill 
6535,0,Customer Service Issue,Southwest, Yes but they couldnt explain the  hour and  minute hold time
6536,0,Cancelled Flight,Southwest, MCOgtDCA flight almost full of people screwed by the MSYDCA Cancelled Flightation  and  didnt Cancelled Flight SWAmistake
6537,1,,Southwest, can i take my electric skateboard on a domestic flight if so do same policies listed on your site for regular boards apply
6538,1,,Southwest, what is DM
6539,2,,Southwest, your employees were great
6540,1,,Southwest, confirmation number for new reservation is FPMY I am traveling with a  year old please email jennifercascinocom
6541,0,Bad Flight,Southwest, why no charging station in SAN
6542,2,,Southwest, thanks for the reply something is off with the phones becuz after  dropped calls at  hours on hold I got through on  ring
6543,2,,Southwest, Thank you for the vouchers after the long wait on the runway Saturday night at BWI I really appreciate it SWfan
6544,1,,Southwest, you need this song for your next commercial   SWA love
6545,2,,Southwest, JH thank you I finally got through the second time
6546,0,Flight Booking Problems,Southwest,  I need to fly from GSP to DSM but claims theres no sched avail  I can book separately but why not together
6547,0,Customer Service Issue,Southwest, Thank you  hung up after hr min on hold Would you like me to DM you contact info
6548,0,longlines,Southwest, your checkin system is poor
6549,2,,Southwest, haha thanks for the explanation
6550,1,,Southwest, employees spreading a bit of MardiGras cheer at  this morning in Atlanta  NFTYConvention 
6551,0,Customer Service Issue,Southwest, Having some trouble checking in Can you please add me so I can DM you
6552,0,Bad Flight,Southwest, WiFi on yesterdays flight extremely slow a waste of  and lost the travel time for work
6553,0,Cancelled Flight,Southwest, my flight was Cancelled Flightled Monday  Just looking to Cancelled Flight and credit my card  Thats all
6554,0,Late Flight,Southwest, still on the ground gtmins after planned departure And this is California No weather here Originally told  min delay
6555,1,,Southwest, I understand Wonderful Miriam in customer service who was able to reroute me Got any rental car discounts
6556,0,Lost Luggage,Southwest, not yet Supposed to get it early evening tonight Dont want to have to go to the store and buy new necessities
6557,0,Customer Service Issue,Southwest, How It is not possible to call SWA on the phone You put me on hold for an hour and then cut me off
6558,2,,Southwest, been with my GF for yrs shes from SF amp I live in Tulsa SWA always takes me there to see my love SouthwestLuvSweeps
6559,1,,Southwest, Hi there I just got my known traveler and would like to add it to a flight that I already purchased Whats my best option
6560,0,Cancelled Flight,Southwest, Nashville airport has runways open It appears southwest is only airline Cancelled Flighting flights Is this likely to change
6561,0,Customer Service Issue,Southwest, been on the phone for about an hour waitingcan you please answer Thank You  notcool
6562,1,,Southwest,  just get the RR credit card and get the points of family that way
6563,2,,Southwest, Sent Thanks VP
6564,1,,Southwest, what does TSA Pre on my boarding pass mean 
6565,0,Late Flight,Southwest, shes still stranded in DC Sat until am with  other kids They were starving and exhausted
6566,0,Late Flight,Southwest, flight pilot spilled his tea on the radio Yay for delays Almost an hour now
6567,0,Customer Service Issue,Southwest, I just sent it over
6568,1,,Southwest, hahayeah i did just making a joke
6569,2,,Southwest, Thank you so much for stepping up your game and making my day after night of elevator music Much appreciated
6570,0,Cancelled Flight,Southwest, used to love you but you keep rescheduling my flights  southworst
6571,0,Customer Service Issue,Southwest, where do we start Ive already wasted  hrs of phone wait time already 
6572,2,,Southwest,  just talking to customer service  makes me appreciate you even more  They could learn so much from you
6573,0,Cancelled Flight,Southwest, My brother amp his girlfriends flight Cancelled Flightled  times now leaving  hours Late Flight and dropping letter grades at school Help
6574,1,,Southwest, Thank you The email about RR pts amp how to gain more wasnt clear so all of mine r gone Anything u can do is appreciated
6575,2,,Southwest, Thanks for the response Was able to get my situation resolved Not a fan of Mother Nature today 
6576,1,,Southwest, Is there any way to add a Known Traveler Number to an existing reservation online  If not why not
6577,1,,Southwest, needs to offer a college student discount so i can fly home 
6578,0,Cancelled Flight,Southwest, you Cancelled Flightled my flight to BNA I have flight from BNA  MDW tomorrow AM You stranded me in DEN Ive been on hold all day
6579,2,,Southwest, thanks I think weve got it figured out
6580,1,,Southwest, from LGA to San Diego
6581,0,Flight Booking Problems,Southwest, missing out on over  points in one account Theyre now spread over four assuming I create accounts for them
6582,0,Can't Tell,Southwest, right but the point was that my kids dont fly often but I do I bought four round trip tickets from DtW to PHX so Im
6583,2,,Southwest, I got a flight at am on Thursday but looking for something tomorrow anything available
6584,1,,Southwest, we desparately need yall to make a nonstop BNAgt TUL Cmon itll be popular  right    
6585,1,,Southwest, thank you for the response How can I got about getting the points onto my rewards account
6586,1,,Southwest,  Tried to DM you it wont let me as it says you are not following me
6587,1,,Southwest, chances of flight leaving BNA tomorrow at  am to LGA
6588,2,,Southwest, got it squared away Thank you I had a man on the inside help me out
6589,0,Can't Tell,Southwest, please PM me the number where I can lodge formal complaints Thx
6590,1,,Southwest, Just sent you a DM with the details
6591,0,Can't Tell,Southwest, good thing we noticed because she had rerouted  total passengers on an impossible triple connection as well
6592,0,Flight Attendant Complaints,Southwest, your gate agent rerouted an impossible itinerary and we had to find a new airline to get us home Super bummed about this
6593,0,Customer Service Issue,Southwest, do you do auto callbacks so I dont have to wait on hold
6594,0,Customer Service Issue,Southwest, Received email wresos to my email that isnt associated to SWA account I own with CC info for my sister FRAUD please DM me
6595,1,,Southwest, just did thank you
6596,0,Bad Flight,Southwest, Your onboard wifi is so bad its taking me  minutes to send this tweet  Working is off the table disappointed
6597,2,,Southwest, Another great flight amp crew Las VegasChicago  Thanks
6598,0,Customer Service Issue,Southwest, I recommend upgrading your IVR and using call back email and texting from a know caller
6599,0,Lost Luggage,Southwest, an entire flight of luggage missing at dca  Over an hour and nobody knows anything
6600,0,Customer Service Issue,Southwest,  you get to hold called twice only to be kicked offcalls  phonedied AListpreferred 
6601,0,Can't Tell,Southwest, why are you the ONLY airline that is not flying out of BNA today
6602,2,,Southwest, finally got through Thanks
6603,0,Customer Service Issue,Southwest,  I have spent  minutes and counting on hold w you today After first  minutes I gave up Trying again amp on rd min
6604,0,Flight Attendant Complaints,Southwest, Ive had on an airline Everyone else has been great but she soured the whole experience for me Hope shes not there next time
6605,2,,Southwest, thanks got put on the am flight tomorrow  Dont have much faith itll get off the ground tomorrow though
6606,0,Flight Booking Problems,Southwest, I think Im shot Cant find a flight that arrives before business SAN on thu Really want to go too
6607,0,Flight Attendant Complaints,Southwest, the woman working the counter in philly at  this am needs to be fired Due to bad weather I along with other passengers
6608,0,Flight Booking Problems,Southwest, was earlier for reFlight Booking Problems flight Im on now Didnt get a screencap just said unspecified error and to call SWA
6609,0,Late Flight,Southwest, Buying Early Bird was pointless You moved me to a diff flight bc first one was delayed so I lost my boarding position
6610,0,Customer Service Issue,Southwest, is there a problem with the website I tried making changes w the app and the site but got unspecified errors
6611,2,,Southwest,  I love Southwest and Payton Taylor
6612,1,,Southwest, RDU flights expected to be ok this afternoon and tonight
6613,0,Can't Tell,Southwest, super disappointed today First time weve had to stress and now book a flight on another airline while at the airport
6614,0,Cancelled Flight,Southwest, they put me on the next flight available tomorrow morning  Any idea if BNA will be open in the morning for my flight
6615,0,Flight Attendant Complaints,Southwest, Hey SWAir a very tortured boarding on flight  due to one gate agent having to board assisted folks one at a time
6616,0,Late Flight,Southwest, I understand a delay but to be stuck on the plane longer than the flight is unacceptable
6617,1,,Southwest, I absolutely will Where can I send it
6618,2,,Southwest, no worries Youre doing the best u can Already Cancelled Flighted my biz trip Still LUV you RR 
6619,0,Bad Flight,Southwest, in my  years of flying I have never been so pissed off  To many incidents for just one flight
